geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA0268	272	21.9272352276598	0.0464550177717916	0.94718850565477
mexE	gene-PA2493	2544	300.471594288796	0.0465121514590467	0.94718850565477
.	gene-PA2715	2770	0.000120823132621778	0.0466406277069855	0.94718850565477
.	gene-PA4473	4594	0.0330862838911674	0.0468001208062682	0.94718850565477
.	gene-PA3847	3943	11.7001186506894	0.046820975794319	0.94718850565477
.	gene-PA2333	2383	49.4464506629761	0.0474352149435635	0.94718850565477
.	gene-PA3122	3197	0.0143894963753522	0.0479086398605668	0.94718850565477
pilR	gene-PA4547	4672	358.942634563946	0.0479159389827912	0.94718850565477
.	gene-PA5023	5180	0.0231918359195544	0.0480086148026784	0.94718850565477
.	gene-PA3428	3513	3.58201454218393e-06	0.0483061836343899	0.94718850565477
.	gene-PA2276	2323	4807.87306991721	0.0485164331352784	0.94718850565477
.	gene-PA1108	1134	43.2960828732614	0.0487870444785441	0.94718850565477
gltR	gene-PA3192	3270	1.229084029738e-07	0.0489523199774614	0.94718850565477
rcpA	gene-PA4304	4417	35.6841936378973	0.0490419276773129	0.94718850565477
pfeA	gene-PA2688	2743	0.137691966290218	0.049098534006319	0.94718850565477
.	gene-PA5195	5355	9666.21693738038	0.0494807011806558	0.94718850565477
.	gene-PA3695	3790	0.00434867868373035	0.0495133247324986	0.94718850565477
.	gene-PA1269	1298	54.9704427215557	0.0497245836244973	0.94718850565477
.	gene-PA2721	2776	0.00243533295733516	0.049773024377847	0.94718850565477
glgP	gene-PA2144	2190	0.00712839054080337	0.0498121837300309	0.94718850565477
